iter,sampled_steps,episodes,reward_mean,ep_len_mean,win_rate,loss_rate,timeout_rate,crash_rate,ep_wez_steps,ep_mean_distance,ep_min_distance,ep_reward_pursuit,ep_reward_damage,ep_reward_safety,action_sat_rate,policy_loss,vf_loss,entropy,kl,clip_frac,explained_var
1115,117071.0,45.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.640034895676834,n/a,n/a,n/a,n/a,n/a
1116,117175.0,45.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.63512743436373,n/a,n/a,n/a,n/a,n/a
1117,117279.0,45.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.4892698434683,n/a,n/a,n/a,n/a,n/a
1118,117386.0,46.0,-42.03754803828372,2134.0,0.0,0.0,0.0,1.0,0.0,2874.5766661406037,191.95899895362794,15.102451961717753,0.0,-5.799999999999995,0.005037488284910965,-23.540829731867863,n/a,n/a,n/a,n/a,n/a
1119,117490.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.48423532339243,n/a,n/a,n/a,n/a,n/a
1120,117594.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.622254004845253,n/a,n/a,n/a,n/a,n/a
1121,117698.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.574193661029522,n/a,n/a,n/a,n/a,n/a
1122,117802.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.523866653442383,n/a,n/a,n/a,n/a,n/a
1123,117906.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.535532584557167,n/a,n/a,n/a,n/a,n/a
1124,118010.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.48946028489333,n/a,n/a,n/a,n/a,n/a
1125,118114.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.518656804011417,n/a,n/a,n/a,n/a,n/a
1126,118218.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.464950121366062,n/a,n/a,n/a,n/a,n/a
1127,118322.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.494193737323467,n/a,n/a,n/a,n/a,n/a
1128,118426.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.58114844102126,n/a,n/a,n/a,n/a,n/a
1129,118530.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.440947165855995,n/a,n/a,n/a,n/a,n/a
1130,118634.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.423181240375225,n/a,n/a,n/a,n/a,n/a
1131,118738.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.474814635056717,n/a,n/a,n/a,n/a,n/a
1132,118842.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.484972733717697,n/a,n/a,n/a,n/a,n/a
1133,118946.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.58305989778959,n/a,n/a,n/a,n/a,n/a
1134,119050.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.422847747802734,n/a,n/a,n/a,n/a,n/a
1135,119154.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.44311097952036,n/a,n/a,n/a,n/a,n/a
1136,119258.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.42523633516752,n/a,n/a,n/a,n/a,n/a
1137,119362.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.33827649630033,n/a,n/a,n/a,n/a,n/a
1138,119466.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.320129834688625,n/a,n/a,n/a,n/a,n/a
1139,119570.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.34109012897198,n/a,n/a,n/a,n/a,n/a
1140,119674.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.343712439903847,n/a,n/a,n/a,n/a,n/a
1141,119778.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.27565750708947,n/a,n/a,n/a,n/a,n/a
1142,119882.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.346214587871845,n/a,n/a,n/a,n/a,n/a
1143,119986.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.32738348153921,n/a,n/a,n/a,n/a,n/a
1144,120090.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.279023683988132,n/a,n/a,n/a,n/a,n/a
1145,120194.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.31460952758789,n/a,n/a,n/a,n/a,n/a
1146,120298.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.156946622408352,n/a,n/a,n/a,n/a,n/a
1147,120402.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.238719940185547,n/a,n/a,n/a,n/a,n/a
1148,120506.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.311951563908504,n/a,n/a,n/a,n/a,n/a
1149,120610.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.163127165574295,n/a,n/a,n/a,n/a,n/a
1150,120717.0,47.0,-36.775234922264616,2713.0,0.0,0.0,0.0,1.0,0.0,5052.5805018819765,66.549615088058,25.85476507773779,0.0,-5.4999999999999964,0.002580169553999263,-23.1469359764686,n/a,n/a,n/a,n/a,n/a
1151,120821.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.199293576754055,n/a,n/a,n/a,n/a,n/a
1152,120925.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.175356791569637,n/a,n/a,n/a,n/a,n/a
1153,121029.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.05994884784405,n/a,n/a,n/a,n/a,n/a
1154,121133.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.106412447415867,n/a,n/a,n/a,n/a,n/a
1155,121237.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.082824560312126,n/a,n/a,n/a,n/a,n/a
1156,121341.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.197908401489258,n/a,n/a,n/a,n/a,n/a
1157,121445.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.970310944777268,n/a,n/a,n/a,n/a,n/a
1158,121549.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.889646383432243,n/a,n/a,n/a,n/a,n/a
1159,121653.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.00439878610464,n/a,n/a,n/a,n/a,n/a
1160,121757.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.135771384605995,n/a,n/a,n/a,n/a,n/a
1161,121861.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.94360380906325,n/a,n/a,n/a,n/a,n/a
1162,121965.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.954672740055965,n/a,n/a,n/a,n/a,n/a
1163,122069.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-23.056398538442757,n/a,n/a,n/a,n/a,n/a
1164,122173.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.878795036902794,n/a,n/a,n/a,n/a,n/a
1165,122277.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.920769764826847,n/a,n/a,n/a,n/a,n/a
1166,122381.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.990969584538387,n/a,n/a,n/a,n/a,n/a
1167,122485.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.95019267155574,n/a,n/a,n/a,n/a,n/a
1168,122589.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.990414252647987,n/a,n/a,n/a,n/a,n/a
1169,122693.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.83534416785607,n/a,n/a,n/a,n/a,n/a
1170,122797.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.870382749117336,n/a,n/a,n/a,n/a,n/a
1171,122901.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.91192803016076,n/a,n/a,n/a,n/a,n/a
1172,123005.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.813981716449444,n/a,n/a,n/a,n/a,n/a
1173,123109.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.870549275324894,n/a,n/a,n/a,n/a,n/a
1174,123213.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.761774209829476,n/a,n/a,n/a,n/a,n/a
1175,123317.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.93870397714468,n/a,n/a,n/a,n/a,n/a
1176,123421.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.698192596435547,n/a,n/a,n/a,n/a,n/a
1177,123525.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.81470152047964,n/a,n/a,n/a,n/a,n/a
1178,123629.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.832856985238884,n/a,n/a,n/a,n/a,n/a
1179,123733.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.763071206899788,n/a,n/a,n/a,n/a,n/a
1180,123837.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.838421308077297,n/a,n/a,n/a,n/a,n/a
1181,123941.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.796713755680965,n/a,n/a,n/a,n/a,n/a
1182,124045.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.80307960510254,n/a,n/a,n/a,n/a,n/a
1183,124149.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.754123834463265,n/a,n/a,n/a,n/a,n/a
1184,124253.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.711750764113205,n/a,n/a,n/a,n/a,n/a
1185,124357.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.66037104679988,n/a,n/a,n/a,n/a,n/a
1186,124461.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.65588217515212,n/a,n/a,n/a,n/a,n/a
1187,124568.0,48.0,-45.95548590146969,3528.0,0.0,0.0,0.0,1.0,0.0,3743.7352939274606,48.73308032972905,29.197281117304165,-1.9727670187724051,-7.899999999999988,0.002409297052154195,-22.61545885526217,n/a,n/a,n/a,n/a,n/a
1188,124672.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.582184131328876,n/a,n/a,n/a,n/a,n/a
1189,124776.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.53285965552697,n/a,n/a,n/a,n/a,n/a
1190,124880.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.637001037597656,n/a,n/a,n/a,n/a,n/a
1191,124984.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.490825799795296,n/a,n/a,n/a,n/a,n/a
1192,125088.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.647003173828125,n/a,n/a,n/a,n/a,n/a
1193,125192.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.547559591440056,n/a,n/a,n/a,n/a,n/a
1194,125296.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.623537650475136,n/a,n/a,n/a,n/a,n/a
1195,125400.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.501722482534554,n/a,n/a,n/a,n/a,n/a
1196,125504.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.435080748337967,n/a,n/a,n/a,n/a,n/a
1197,125608.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.505818587083084,n/a,n/a,n/a,n/a,n/a
1198,125712.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.525610556969276,n/a,n/a,n/a,n/a,n/a
1199,125816.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.566330983088566,n/a,n/a,n/a,n/a,n/a
1200,125920.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.487067736112156,n/a,n/a,n/a,n/a,n/a
1201,126024.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.389548228337215,n/a,n/a,n/a,n/a,n/a
1202,126128.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.394202599158653,n/a,n/a,n/a,n/a,n/a
1203,126232.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.50117742098295,n/a,n/a,n/a,n/a,n/a
1204,126336.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.512063833383415,n/a,n/a,n/a,n/a,n/a
1205,126440.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.448393161480244,n/a,n/a,n/a,n/a,n/a
1206,126544.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.434758259699894,n/a,n/a,n/a,n/a,n/a
1207,126648.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.38079599233774,n/a,n/a,n/a,n/a,n/a
1208,126752.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.32260381258451,n/a,n/a,n/a,n/a,n/a
1209,126856.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.41757891728328,n/a,n/a,n/a,n/a,n/a
1210,126960.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.37574151846079,n/a,n/a,n/a,n/a,n/a
1211,127064.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.324152286236103,n/a,n/a,n/a,n/a,n/a
1212,127168.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.40308981675368,n/a,n/a,n/a,n/a,n/a
1213,127272.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.397441717294548,n/a,n/a,n/a,n/a,n/a
1214,127376.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.248456661517803,n/a,n/a,n/a,n/a,n/a
1215,127480.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.22340231675368,n/a,n/a,n/a,n/a,n/a
1216,127584.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.33781330402081,n/a,n/a,n/a,n/a,n/a
1217,127688.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.405204479510967,n/a,n/a,n/a,n/a,n/a
1218,127792.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.17655974168044,n/a,n/a,n/a,n/a,n/a
1219,127896.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.19920407808744,n/a,n/a,n/a,n/a,n/a
1220,128000.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.289812821608322,n/a,n/a,n/a,n/a,n/a
1221,128104.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.204687118530273,n/a,n/a,n/a,n/a,n/a
1222,128208.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.085443643423226,n/a,n/a,n/a,n/a,n/a
1223,128312.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.234823960524338,n/a,n/a,n/a,n/a,n/a
1224,128416.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.081795912522537,n/a,n/a,n/a,n/a,n/a
1225,128520.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.139519911545975,n/a,n/a,n/a,n/a,n/a
1226,128624.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.09811049241286,n/a,n/a,n/a,n/a,n/a
1227,128728.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.110287739680363,n/a,n/a,n/a,n/a,n/a
1228,128832.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.15030156649076,n/a,n/a,n/a,n/a,n/a
1229,128939.0,49.0,-32.06494162631866,2409.0,0.0,0.0,0.0,1.0,0.0,3319.7923773891002,58.70293787617362,27.312287025125638,-0.08722865144260877,-5.1999999999999975,0.004254877542548776,-22.010660024789665,n/a,n/a,n/a,n/a,n/a
1230,129043.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.100921630859375,n/a,n/a,n/a,n/a,n/a
1231,129147.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.01548488323505,n/a,n/a,n/a,n/a,n/a
1232,129251.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.026837275578426,n/a,n/a,n/a,n/a,n/a
1233,129355.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.117355786837063,n/a,n/a,n/a,n/a,n/a
1234,129459.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.984725071833683,n/a,n/a,n/a,n/a,n/a
1235,129563.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.08077284005972,n/a,n/a,n/a,n/a,n/a
1236,129667.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.901021370520958,n/a,n/a,n/a,n/a,n/a
1237,129771.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-22.01045036315918,n/a,n/a,n/a,n/a,n/a
1238,129875.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.865335317758415,n/a,n/a,n/a,n/a,n/a
1239,129979.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.95636162391076,n/a,n/a,n/a,n/a,n/a
1240,130083.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.911029668954704,n/a,n/a,n/a,n/a,n/a
1241,130187.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.906886320847732,n/a,n/a,n/a,n/a,n/a
1242,130291.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.874201261080227,n/a,n/a,n/a,n/a,n/a
1243,130395.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.84471717247596,n/a,n/a,n/a,n/a,n/a
1244,130499.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.907958397498497,n/a,n/a,n/a,n/a,n/a
1245,130603.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.81957846421462,n/a,n/a,n/a,n/a,n/a
1246,130707.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.802712513850285,n/a,n/a,n/a,n/a,n/a
1247,130811.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.75483336815467,n/a,n/a,n/a,n/a,n/a
1248,130915.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.92656737107497,n/a,n/a,n/a,n/a,n/a
1249,131019.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.756068889911358,n/a,n/a,n/a,n/a,n/a
1250,131123.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.848726712740383,n/a,n/a,n/a,n/a,n/a
1251,131227.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.7497868171105,n/a,n/a,n/a,n/a,n/a
1252,131331.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.788792390089768,n/a,n/a,n/a,n/a,n/a
1253,131435.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.782843663142277,n/a,n/a,n/a,n/a,n/a
1254,131539.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.746009239783653,n/a,n/a,n/a,n/a,n/a
1255,131643.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.778293169461765,n/a,n/a,n/a,n/a,n/a
1256,131747.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.797423876248875,n/a,n/a,n/a,n/a,n/a
1257,131851.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.776197580190804,n/a,n/a,n/a,n/a,n/a
1258,131955.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.790352014394905,n/a,n/a,n/a,n/a,n/a
1259,132059.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.63181657057542,n/a,n/a,n/a,n/a,n/a
1260,132163.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.7497381063608,n/a,n/a,n/a,n/a,n/a
1261,132267.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.66156636751615,n/a,n/a,n/a,n/a,n/a
1262,132371.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.541786193847656,n/a,n/a,n/a,n/a,n/a
1263,132475.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.681507697472206,n/a,n/a,n/a,n/a,n/a
1264,132579.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.60864624610314,n/a,n/a,n/a,n/a,n/a
1265,132683.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.6552241398738,n/a,n/a,n/a,n/a,n/a
1266,132787.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.65130439171424,n/a,n/a,n/a,n/a,n/a
1267,132891.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.55772326542781,n/a,n/a,n/a,n/a,n/a
1268,132995.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.55557162945087,n/a,n/a,n/a,n/a,n/a
1269,133099.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.55029003436749,n/a,n/a,n/a,n/a,n/a
1270,133203.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.5323302929218,n/a,n/a,n/a,n/a,n/a
1271,133307.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.46779309786283,n/a,n/a,n/a,n/a,n/a
1272,133411.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.424832123976486,n/a,n/a,n/a,n/a,n/a
1273,133515.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.468009068415714,n/a,n/a,n/a,n/a,n/a
1274,133619.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.38701233497033,n/a,n/a,n/a,n/a,n/a
1275,133726.0,50.0,-39.84512484133164,2261.0,0.0,0.0,0.0,1.0,0.0,3336.975987408532,132.5663590046959,17.86487515867047,0.0,-5.099999999999998,0.002985404688191066,-21.412933349609375,n/a,n/a,n/a,n/a,n/a
1276,133830.0,50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.482460021972656,n/a,n/a,n/a,n/a,n/a
1277,133934.0,50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.449371631328876,n/a,n/a,n/a,n/a,n/a
1278,134038.0,50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.395777482252853,n/a,n/a,n/a,n/a,n/a
1279,134142.0,50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.375823387732872,n/a,n/a,n/a,n/a,n/a
1280,134246.0,50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.42882992671086,n/a,n/a,n/a,n/a,n/a
1281,134350.0,50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.15698066124549,n/a,n/a,n/a,n/a,n/a
1282,134454.0,50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.4004766024076,n/a,n/a,n/a,n/a,n/a
1283,134558.0,50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.266207474928635,n/a,n/a,n/a,n/a,n/a
1284,134662.0,50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-21.20640021104079,n/a,n/a,n/a,n/a,n/a
