iter,sampled_steps,episodes,reward_mean,ep_len_mean,win_rate,loss_rate,timeout_rate,crash_rate,ep_wez_steps,ep_mean_distance,ep_min_distance,ep_reward_pursuit,ep_reward_damage,ep_reward_safety,action_sat_rate,policy_loss,vf_loss,entropy,kl,clip_frac,explained_var
1,104.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2,536.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
3,920.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
4,1192.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
5,1504.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.7348034381866455,n/a,n/a,n/a,n/a,n/a
6,1608.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.8652267456054688,n/a,n/a,n/a,n/a,n/a
7,1712.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-5.606604356032151,n/a,n/a,n/a,n/a,n/a
8,1816.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-6.118163512303279,n/a,n/a,n/a,n/a,n/a
9,1920.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-5.829803099999061,n/a,n/a,n/a,n/a,n/a
10,2024.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-5.875803397252009,n/a,n/a,n/a,n/a,n/a
11,2128.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-6.102941953218901,n/a,n/a,n/a,n/a,n/a
12,2232.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-6.247269373673659,n/a,n/a,n/a,n/a,n/a
13,2336.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-6.3747351719782905,n/a,n/a,n/a,n/a,n/a
14,2440.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-6.483861152942364,n/a,n/a,n/a,n/a,n/a
15,2544.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-6.592419367570144,n/a,n/a,n/a,n/a,n/a
16,2648.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-6.700908404130202,n/a,n/a,n/a,n/a,n/a
17,2752.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-6.817099057711088,n/a,n/a,n/a,n/a,n/a
18,2856.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-6.9345108178945685,n/a,n/a,n/a,n/a,n/a
19,2960.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-7.063218080080473,n/a,n/a,n/a,n/a,n/a
20,3064.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-7.20354098540086,n/a,n/a,n/a,n/a,n/a
21,3168.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-7.312281571901762,n/a,n/a,n/a,n/a,n/a
22,3272.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-7.455359275524433,n/a,n/a,n/a,n/a,n/a
23,3376.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-7.548573750715989,n/a,n/a,n/a,n/a,n/a
24,3480.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-7.652079472175012,n/a,n/a,n/a,n/a,n/a
25,3584.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-7.7669495069063625,n/a,n/a,n/a,n/a,n/a
26,3688.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-7.861331866337703,n/a,n/a,n/a,n/a,n/a
27,3792.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-7.971161255469689,n/a,n/a,n/a,n/a,n/a
28,3896.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-8.122512890742374,n/a,n/a,n/a,n/a,n/a
29,4000.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-8.269407198979305,n/a,n/a,n/a,n/a,n/a
30,4104.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-8.371915083665113,n/a,n/a,n/a,n/a,n/a
31,4208.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-8.488844358004057,n/a,n/a,n/a,n/a,n/a
32,4312.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-8.623290135310246,n/a,n/a,n/a,n/a,n/a
33,4416.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-8.740568307729868,n/a,n/a,n/a,n/a,n/a
34,4520.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-8.838824272155762,n/a,n/a,n/a,n/a,n/a
35,4624.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-8.985280183645395,n/a,n/a,n/a,n/a,n/a
36,4728.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.114447153531588,n/a,n/a,n/a,n/a,n/a
37,4832.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.189859610337477,n/a,n/a,n/a,n/a,n/a
38,4936.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.33085243518536,n/a,n/a,n/a,n/a,n/a
39,5040.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.422338045560396,n/a,n/a,n/a,n/a,n/a
40,5144.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.53443850003756,n/a,n/a,n/a,n/a,n/a
41,5248.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.651681826664852,n/a,n/a,n/a,n/a,n/a
42,5352.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.769927171560434,n/a,n/a,n/a,n/a,n/a
43,5456.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.893603324890137,n/a,n/a,n/a,n/a,n/a
44,5560.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10.009066068209135,n/a,n/a,n/a,n/a,n/a
45,5664.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10.09436167203463,n/a,n/a,n/a,n/a,n/a
46,5768.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10.230224536015438,n/a,n/a,n/a,n/a,n/a
47,5872.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10.357675992525541,n/a,n/a,n/a,n/a,n/a
48,5976.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10.459772256704477,n/a,n/a,n/a,n/a,n/a
49,6080.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10.570352407602163,n/a,n/a,n/a,n/a,n/a
50,6184.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10.680533995995155,n/a,n/a,n/a,n/a,n/a
51,6288.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10.799082976121168,n/a,n/a,n/a,n/a,n/a
52,6392.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10.890952110290527,n/a,n/a,n/a,n/a,n/a
53,6496.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.023261657127968,n/a,n/a,n/a,n/a,n/a
54,6600.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.127782161419209,n/a,n/a,n/a,n/a,n/a
55,6704.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.24032944899339,n/a,n/a,n/a,n/a,n/a
56,6808.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.348149079542894,n/a,n/a,n/a,n/a,n/a
57,6912.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.474934504582333,n/a,n/a,n/a,n/a,n/a
58,7016.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.616711102999174,n/a,n/a,n/a,n/a,n/a
59,7120.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.704056079571064,n/a,n/a,n/a,n/a,n/a
60,7224.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.809357276329628,n/a,n/a,n/a,n/a,n/a
61,7328.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.909394851097694,n/a,n/a,n/a,n/a,n/a
62,7432.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.030175942641039,n/a,n/a,n/a,n/a,n/a
63,7536.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.120537170997032,n/a,n/a,n/a,n/a,n/a
64,7640.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.231089445260855,n/a,n/a,n/a,n/a,n/a
65,7744.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.335151158846342,n/a,n/a,n/a,n/a,n/a
66,7848.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.469659071702223,n/a,n/a,n/a,n/a,n/a
67,7952.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.55749379671537,n/a,n/a,n/a,n/a,n/a
68,8056.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.679978737464317,n/a,n/a,n/a,n/a,n/a
69,8160.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.773755880502554,n/a,n/a,n/a,n/a,n/a
70,8264.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.905837059020996,n/a,n/a,n/a,n/a,n/a
71,8368.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.990477635310246,n/a,n/a,n/a,n/a,n/a
72,8472.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-13.10599891956036,n/a,n/a,n/a,n/a,n/a
73,8576.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-13.231315392714281,n/a,n/a,n/a,n/a,n/a
74,8680.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-13.32946410545936,n/a,n/a,n/a,n/a,n/a
75,8784.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-13.44347227536715,n/a,n/a,n/a,n/a,n/a
76,8888.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-13.520049021794247,n/a,n/a,n/a,n/a,n/a
77,8992.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-13.626288634080153,n/a,n/a,n/a,n/a,n/a
78,9096.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-13.733784088721642,n/a,n/a,n/a,n/a,n/a
79,9200.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-13.834196897653433,n/a,n/a,n/a,n/a,n/a
80,9304.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-13.960070096529448,n/a,n/a,n/a,n/a,n/a
81,9408.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-14.064637110783504,n/a,n/a,n/a,n/a,n/a
82,9512.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-14.141178424541767,n/a,n/a,n/a,n/a,n/a
83,9616.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-14.26574941781851,n/a,n/a,n/a,n/a,n/a
84,9720.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-14.32637962928185,n/a,n/a,n/a,n/a,n/a
85,9824.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-14.43020717914288,n/a,n/a,n/a,n/a,n/a
86,9928.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-14.558220129746656,n/a,n/a,n/a,n/a,n/a
87,10032.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-14.671599314762997,n/a,n/a,n/a,n/a,n/a
88,10136.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-14.76425390977126,n/a,n/a,n/a,n/a,n/a
89,10240.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-14.862110651456392,n/a,n/a,n/a,n/a,n/a
90,10344.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-14.962544734661396,n/a,n/a,n/a,n/a,n/a
91,10448.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-15.063870136554424,n/a,n/a,n/a,n/a,n/a
92,10552.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-15.151269399202787,n/a,n/a,n/a,n/a,n/a
93,10656.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-15.248110331021822,n/a,n/a,n/a,n/a,n/a
94,10760.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-15.340018639197716,n/a,n/a,n/a,n/a,n/a
95,10864.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-15.451948679410494,n/a,n/a,n/a,n/a,n/a
96,10968.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-15.585768846365122,n/a,n/a,n/a,n/a,n/a
97,11072.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-15.66552448272705,n/a,n/a,n/a,n/a,n/a
98,11176.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-15.756629650409405,n/a,n/a,n/a,n/a,n/a
99,11280.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-15.870131419255184,n/a,n/a,n/a,n/a,n/a
100,11384.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-15.939591921292818,n/a,n/a,n/a,n/a,n/a
101,11488.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-16.071953480060284,n/a,n/a,n/a,n/a,n/a
102,11592.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-16.12301547710712,n/a,n/a,n/a,n/a,n/a
103,11696.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-16.252199172973633,n/a,n/a,n/a,n/a,n/a
104,11800.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-16.354833602905273,n/a,n/a,n/a,n/a,n/a
105,11904.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-16.421342556293194,n/a,n/a,n/a,n/a,n/a
106,12008.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-16.534033701970028,n/a,n/a,n/a,n/a,n/a
107,12112.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-16.606565915621243,n/a,n/a,n/a,n/a,n/a
108,12216.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-16.691734020526592,n/a,n/a,n/a,n/a,n/a
109,12320.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-16.800886154174805,n/a,n/a,n/a,n/a,n/a
110,12424.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-16.87755115215595,n/a,n/a,n/a,n/a,n/a
111,12528.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-16.995188052837666,n/a,n/a,n/a,n/a,n/a
112,12632.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-17.073858701265774,n/a,n/a,n/a,n/a,n/a
113,12736.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-17.14375745333158,n/a,n/a,n/a,n/a,n/a
114,12840.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-17.233651381272537,n/a,n/a,n/a,n/a,n/a
115,12944.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-17.32223730820876,n/a,n/a,n/a,n/a,n/a
116,13048.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-17.40362182030311,n/a,n/a,n/a,n/a,n/a
117,13152.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-17.46453226529635,n/a,n/a,n/a,n/a,n/a
118,13256.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-17.571623141948994,n/a,n/a,n/a,n/a,n/a
119,13360.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-17.641207181490383,n/a,n/a,n/a,n/a,n/a
120,13464.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-17.749649341289814,n/a,n/a,n/a,n/a,n/a
121,13568.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-17.82395362854004,n/a,n/a,n/a,n/a,n/a
122,13672.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-17.92991491464468,n/a,n/a,n/a,n/a,n/a
123,13776.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-18.030523740328274,n/a,n/a,n/a,n/a,n/a
124,13880.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-18.116718145517204,n/a,n/a,n/a,n/a,n/a
125,13984.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-18.20513681265024,n/a,n/a,n/a,n/a,n/a
126,14088.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-18.271072974571815,n/a,n/a,n/a,n/a,n/a
127,14192.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-18.38495269188514,n/a,n/a,n/a,n/a,n/a
128,14296.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-18.443576225867638,n/a,n/a,n/a,n/a,n/a
129,14400.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-18.548576061542217,n/a,n/a,n/a,n/a,n/a
130,14504.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-18.60956206688514,n/a,n/a,n/a,n/a,n/a
131,14608.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-18.74028469966008,n/a,n/a,n/a,n/a,n/a
132,14712.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-18.821251795842098,n/a,n/a,n/a,n/a,n/a
133,14816.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-18.885924852811375,n/a,n/a,n/a,n/a,n/a
134,14920.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-18.96160712608924,n/a,n/a,n/a,n/a,n/a
135,15024.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-19.06362694960374,n/a,n/a,n/a,n/a,n/a
136,15128.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-19.136210221510666,n/a,n/a,n/a,n/a,n/a
137,15232.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-19.226467572725735,n/a,n/a,n/a,n/a,n/a
138,15336.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-19.295850607065056,n/a,n/a,n/a,n/a,n/a
139,15440.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-19.364770889282227,n/a,n/a,n/a,n/a,n/a
140,15544.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-19.44915595421424,n/a,n/a,n/a,n/a,n/a
141,15648.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-19.54409569960374,n/a,n/a,n/a,n/a,n/a
142,15752.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-19.613770118126503,n/a,n/a,n/a,n/a,n/a
143,15856.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-19.688451473529522,n/a,n/a,n/a,n/a,n/a
144,15960.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-19.79777541527381,n/a,n/a,n/a,n/a,n/a
145,16064.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-19.846247893113357,n/a,n/a,n/a,n/a,n/a
146,16168.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-19.945054274338943,n/a,n/a,n/a,n/a,n/a
147,16272.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-20.01657926119291,n/a,n/a,n/a,n/a,n/a
148,16376.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-20.109156095064602,n/a,n/a,n/a,n/a,n/a
149,16480.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-20.18563035818247,n/a,n/a,n/a,n/a,n/a
150,16584.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-20.224285419170673,n/a,n/a,n/a,n/a,n/a
